,疾病名称,多发人群
2137,乳腺增生,30-50岁女性
2138,乳头内陷,少女，初产妇，哺乳期女性。
2139,乳房纤维瘤,乳房肿块、经前乳房胀痛不适，.常见于20～25岁青年妇女
2140,乳腺囊性增生症,多见于25～45岁女性
2141,早期乳腺癌,成年女性
2142,高泌乳素血症,成年女性
2143,乳房纤维腺瘤,青壮年女性
2144,乳头炎和乳晕炎,妇女的哺乳期
2145,乳管内乳头状瘤,多见于经产妇，40～50岁为多
2146,男性乳房肥大症,发病年龄几乎见于任何年龄，7～85岁均可发生
2147,炎性乳腺癌,50～54岁妇女多发
2148,乳头的乳头状瘤,成年女性
2149,乳痈,发于产后尚未满月的哺乳妇女，初产妇多发
2150,乳房结核,多发生于20～40岁妇女
2151,乳腺纤维肉瘤,生育年龄妇女
2152,乳腺湿疹样癌,好发于中老年女性
2153,乳房丝虫病,16-60岁女性
2154,乳腺错构瘤,多发生于40岁以上女性
2155,乳腺癌肉瘤,中老年女性人群
2156,回奶,哺乳期妇女
2157,原发性乳腺淋巴瘤,多见于50～60岁这一年龄段
2158,乳房棘球蚴病,20～50岁的中青年人
2159,乳发,多发于哺乳期妇女
2160,乳泣,所有女性常见
2161,乳腺囊肿,女性
2162,肺结核,所有人群，中老年为主
2163,哮喘,所有人群
2164,小儿肺炎,3岁以内的婴幼儿
2165,小儿急性支气管炎,儿童人群
2166,支气管肺炎,所有人，儿童占多数
2167,新生儿肺炎,新生儿
2168,结核性胸膜炎,所有人群
2169,羊水栓塞,女性人群
2170,肺气虚,所有人群
2171,淋球菌感染,所有人群性活跃人群多见
2172,肺水肿,所有人群
2173,吸入性肺炎,所有人群
2174,SARS,所有人群
2175,老年人慢性支气管炎,吸烟史老年患者
2176,病毒性肺炎,所有人群
2177,咯血,所有人群
2178,慢性肺炎,中老年人及婴幼儿
2179,新生儿窒息,新生儿
2180,放射性肺炎,放射性治疗患者，老年和儿童多见
2181,细菌性肺炎,儿童及老年人多发
2182,朗格汉斯细胞组织细胞增生症,青年人发病
2183,热咳,所有人群
2184,弗郎西丝菌肺炎,所有人群
2185,癌肺鳞,老年男性
2186,心肌梗塞,
2187,心肌炎,青壮年人群
2188,窦性心动过速,中老年人
2189,风湿性心脏病,青壮年
2190,房颤,老年人
2191,心力衰竭,所有人群 ，中老年人多数
2192,房室传导阻滞,所有人群
2193,二尖瓣关闭不全,无特殊发病群体
2194,主动脉瓣关闭不全,男性人群多见
2195,扩张型心肌病,无特殊发病群体
2196,一度房室传导阻滞,所有人群
2197,二尖瓣狭窄,中青年女性多见
2198,急性心力衰竭,大多数患者有心脏病病史，冠心病、高血压的老年人多发；风湿性心瓣膜病、扩张型心肌病、急性重症心肌炎的年轻人多发。
2199,左前分支传导阻滞,男、女发病比约为4∶1，男性较多见。发病年龄为15～88岁，男性发病年龄平均为61.41岁，女性为59.83岁。
2200,肥厚型心肌病,以青壮年多见、常有家族史。
2201,二度房室传导阻滞,多见于中老年
2202,肥厚型梗阻性心肌病,症状大多开始于30岁以前
2203,三度房室传导阻滞,在50岁以上较多
2204,心房扑动,器质性心脏病患者多发
2205,心源性休克,中老年多见
2206,心室内传导阻滞,冠心病、高血压病人多发
2207,怔忡,中老年人
2208,二尖瓣脱垂综合征,所有人群
2209,β受体亢进症,过服β受体激动药患者
2210,白喉性心肌炎,所有人群
2211,酒精性心肌病,所有人群
2212,心包炎,所有人群
2213,三尖瓣畸形,新生儿
2214,小儿结核性心包炎,婴幼儿
2215,心脏瓣膜病,所有人群
2216,食道癌,中老年人群
2217,食物中毒,所有人群
2218,食管炎,中老年人
2219,食管裂孔疝,所有人群
2220,巴来特(Barrett)食管,所有人群
2221,食管息肉,40岁以上
2222,食管平滑肌瘤,食管平滑肌瘤
2223,食管憩室,中老年人、男性多见
2224,食管白斑,所有人群
2225,食管肿瘤,所有人群
2226,食管损伤,所有人群
2227,真菌性食管炎,多见于肿瘤患者
2228,食管源性胸痛,所有人群
2229,食管异物,婴幼儿
2230,食管黏膜损伤,所有人群
2231,放射性食管炎,所有人群
2232,先天性食管闭锁,新生儿
2233,食管破裂,所有人群
2234,食管血管瘤,40～70 岁多见，男性多于女性
2235,食管穿孔,所有人群
2236,食管念珠菌感染,免疫力低下、有糖尿病的病人多见
2237,食管其他恶性肿瘤,好发于中老年人，以老年人居多
2238,食管管型,所有人群
2239,食管结核,50 岁以下发病率较高
2240,食管肉瘤,老年人
2241,自发性食管破裂,男性患者明显多于女性，多数为青壮年，也可发生于50岁以上
2242,食管瘢痕性狭窄,所有人群
2243,食管痹,所有人群
2244,老年人环咽肌功能障碍,老年人环咽肌功能障碍
2245,外伤性食管穿孔,所有人群
2246,血管畸形引起的吞咽困难,婴幼儿、成年人
2247,食管重复畸形,婴幼儿
2248,小儿食管化学性烧伤,所有幼儿可见
2249,先天性短食管,所有人群
2250,先天性食管重复,婴幼儿
2251,食管壁内憩室,所有人群
2252,先天性食管憩室,所有人群
2253,膈疝,多发生于40岁以上，女性（尤其是肥胖的经产妇)多于男性
2254,膈肌麻痹,中老年人
2255,膈肌肿瘤,所有人群
2256,膈肌膨出,婴幼儿及青年
2257,创伤性膈疝,外伤史的患者
2258,经膈肌肋间疝,男性
2259,暴发性肝衰竭,所有人群
2260,先天性梅毒性肝硬化,所有人群
2261,肝海绵状血管瘤,本病好发于30～50岁的成年人，女性多见。
2262,妊娠期急性脂肪肝,孕妇
2263,肝咳,所有人群
2264,新生儿乙型肝炎,新生儿
2265,药物性肝硬化,长期服药者
2266,重型乙肝,有肝炎病毒史
2267,急性无黄疸型肝炎,所有人
2268,肝脏炎性假瘤,儿童
2269,肝脏破裂,所有人
2270,先天性肝囊肿,所有人群
2271,致死性肝内胆汁淤积综合征,新生儿
2272,肝瘟,所有人群
2273,肝炎双重感染,所有人群
2274,暴发性肝炎样综合征,患者多为20～30岁的初产妇
2275,庚型病毒性肝炎,所有人群
2276,严重肝病引起获得性凝血因子异常,有肝病的人多见
2277,肝错构瘤,婴幼儿较多见
2278,肝著,肝热病发病史者
2279,肝血管平滑肌脂肪瘤,有肥胖、免疫低下、高血压老年人较常见
2280,小儿肝母细胞瘤,多发生于3岁以下婴幼儿
2281,营养不良性肝硬化,由长期营养缺乏者
2282,老年人病毒性肝炎,老年人群
2283,柏-查综合征,20—40岁，男女之比为1.2/1到2/1
2284,老年人药物性肝病,老年人群
2285,肝包虫病,畜牧地区人群以及不注意卫生者常见
2286,紫绀-杵状指-肝病综合征,所有人群均可发病、儿童多见
2287,老年人酒精性肝病,长期饮酒的中青年人
2288,艾滋病导致的肺结核,艾滋病感染者多发
2289,肺吸虫病,喜生食者多见
2290,肝火犯肺,性格急躁人群
2291,老年人间质性肺炎,老年人群
2292,多重肺部感染,无特殊发病群体
2293,老年人肺结核,老年人群
2294,新生儿湿肺,新生儿
2295,过度通气综合征,所有人群
2296,风寒犯肺,所有人群
2297,急性呼吸衰竭,所有人群
2298,痰湿阻肺,老年人
2299,肺结节,女性
2300,急性间质性肺炎,所有人群
2301,非结核分枝杆菌病,所有人群
2302,小儿急性气管支气管炎,儿童人群
2303,小儿真菌性肺炎,婴幼儿
2304,肺错构瘤,30～60岁男性 男稍多于女
2305,呼吸性细支气管炎间质肺病,发病年龄通常在30～40岁，起病隐匿
2306,新生儿呼吸暂停,早产儿
2307,细菌感染性肺炎,所有人
2308,老年人吸入性肺炎,老年人
2309,继发性肺结核,所有人
2310,肺泡蛋白沉着症,男女之比为2～3∶1，可发生于任何年龄，多数在20～50岁之间
2311,肺损伤,所有人群
2312,小儿衣原体肺炎,所有幼儿可见
2313,特发性肺含铁血黄素沉着症,所有人群
2314,肺囊性纤维化,北美洲白人中最常见
2315,胞内分枝杆菌感染,儿童
2316,肺痿,所有人
2317,异位胰腺,所有人群
2318,羊水与胎粪吸入综合征,足月儿和过期产儿
2319,流感病毒肺炎,有基础肺部及心脏疾病患者、孕妇、婴幼儿、老年人或免疫缺陷者
2320,肺衰,所有人
2321,沙眼衣原体肺炎,18～30岁成人，2～12周新生儿及婴儿
2322,新生儿肺不张,新生儿
2323,棉尘肺,从事相关工作的人
2324,月经性哮喘,生育期的女性
2325,小儿结核性胸膜炎,儿童
2326,过敏性支气管肺曲霉病,所有人群
2327,手术后膈疝,多发生于食管癌或贲门癌切除术后者
2328,慢性纵隔炎,所有人群
2329,纵隔疝,所有人群
2330,神经鞘源性肿瘤,青年人
2331,心包间皮瘤,多见于30～50岁，男女发病数之比为2∶1
2332,纵隔神经鞘源性肿瘤,所有人群
2333,急性特发性心包炎,青壮年人群
2334,小儿纵隔囊肿及肿瘤,儿童
2335,真菌性心包炎,所有人群
2336,纵隔副神经节起源的肿瘤,多见于青壮年
2337,心包囊肿与心包憩室,所有人群
2338,纵隔非霍奇金恶性淋巴肿瘤,所有人群
2339,先天性心包缺如或缺损,儿童
2340,心包内恶性畸胎瘤,所有人群
2341,继发性纵隔感染,所有人群
2342,原发性纵隔感染,所有人群
2343,小儿纵隔压迫综合征,儿童人群
2344,胃病,40～50岁之间。没按时吃饭的男女性，一般男性多于女性
2345,慢性胃炎,男性多于女性
2346,胃癌,50岁～80，男女之比2比1，农村的发病率是城市的1.6倍
2347,胃溃疡,男性发病率明显高于女性
2348,幽门螺杆菌感染,所有人群
2349,婴幼儿腹泻,婴幼儿
2350,萎缩性胃炎,所有人群
2351,胆汁返流性胃炎,成年人
2352,胃炎,饮食不节人群，男性多于女性
2353,慢性浅表性胃炎,长期饮食不规律者
2354,消化性溃疡,所有人群
2355,急性胃炎,所有人群
2356,胃下垂,多见于瘦长无力体型者、久病体弱者、经产妇、多次腹部手术有切口疝者和长期卧床少动者。
2357,胃息肉,60岁以后
2358,胃、十二指肠溃疡出血,男性发病率明显高于女性，多见于青壮年
2359,幽门梗阻,胃病患者
2360,慢性糜烂性胃炎,所有人群
2361,贲门失弛缓症,20~50岁的青壮年
2362,胃穿孔,50岁以上
2363,吸收不良综合征,所有人群
2364,孕吐,孕妇
2365,急性糜烂性胃炎,服用非甾体类消炎镇痛药，酗酒，烧伤，重要脏器功能衰竭者多见
2366,小儿幽门螺杆菌感染,儿童人群
2367,胃潴留,长期不规律饮食者
2368,胃肠道间质瘤,多发于中老年患者
2369,小儿食积,儿童人群
2370,先天性肥厚性幽门狭窄,多见于婴儿出生后6个月内
2371,胃损伤,所有人群
2372,痞满,生活不规律、暴饮暴食、情绪抑郁人群
2373,应激性溃疡,创伤、手术后、休克、服用损胃药物等人群
2374,急性腐蚀性胃炎,所有人群
2375,胃类癌瘤,所有人群
2376,倾倒综合征,发生于任何类型的胃部手术之后，以Billroth Ⅱ式胃大部切除术后更为多见
2377,非寄生虫性肝囊肿,女性占多数，男女之比约为1:4—5，20岁以下患者为多
2378,先天性肝内胆管囊状扩张症,青年期
2379,原发性肝脂肪肉瘤,所有人群
2380,肝淀粉样变性,所有人群
2381,小儿肝硬化,嬰幼兒
2382,肥气,所有人群
2383,小儿丙型病毒性肝炎,儿童人群
2384,肝纤维板层癌,"多见于无肝硬化的年轻患者,5～35岁的儿童和青少年"
2385,缺血性肝炎,所有人群
2386,肝厥,所有人群
2387,小儿肝肿瘤,儿童人群
2388,小儿先天性肝囊肿,所有小儿可见
2389,小儿肝衰竭,儿童
2390,特发性非硬化性门脉高压综合征,所有人群
2391,多房棘球蚴病,所有人群
2392,浓缩胆汁综合征,所有人群
2393,小儿戊型病毒性肝炎,儿童人群
2394,妊娠合并肝硬化,青壮年孕妇人群
2395,胆道华支睾吸虫病,无特殊发病群体
2396,小儿丁型病毒性肝炎,婴幼儿
2397,小儿动脉肝脏发育异常综合征,儿童
2398,小儿片吸虫病,小儿
2399,自身免疫性肝病,临床表现以女性多见，主要见于青少年期。
2400,妊娠期肝血肿及破裂,孕妇
2401,自身免疫性肝炎,10～30岁，40岁以上，男女之比为1:4
2402,肝内钙化灶,成年人群
2403,布-加综合征,
2404,急性阑尾炎,所有人群，大多是成年人
2405,阑尾炎,青年人群
2406,慢性阑尾炎,所有人群，青年比较多
2407,小儿急性阑尾炎,5岁以上的儿童多见
2408,胃溃疡性穿孔,所有人群
2409,胃脂肪瘤,所有人群
2410,吞气症,婴幼儿
2411,胃心综合征,胃病患者
2412,胃黏膜脱垂,30～60岁成年男性
2413,胃节律紊乱综合征,多发生腹部手术后人群
2414,新生儿咽下综合征,新生儿
2415,胃平滑肌肉瘤,中年人
2416,功能性呕吐,成年早期、中期女性
2417,胃梅毒,所有人群
2418,胃憩室,40～60岁的人
2419,胃反应性淋巴增生,多在40～60岁发病。
2420,胃真菌病,所有人群
2421,急性化脓性胃炎,所有人群
2422,胃隔膜,所有人群
2423,后壁穿孔性溃疡,既往有十二指肠溃疡者多见
2424,石膏综合征,所有人群
2425,新生儿胃穿孔,新生儿
2426,双胃,儿童和青少年、女性多于男性
2427,水逆,所有人群
2428,先天性胃出口梗阻,所有人群
2429,胃畸胎瘤,所有人群
2430,新生儿持续性肺动脉高压,新生儿
2431,肺鼠疫,所有人群
2432,巴斯德菌肺炎,有支气管扩张和慢性支气管炎的患者
2433,胆固醇肺炎,所有人群
2434,急性嗜酸性粒细胞性肺炎,所有人群
2435,手术后和创伤后肺炎,所有人群
2436,铁尘肺,所有人群
2437,小儿巨细胞病毒肺炎,新生儿呼吸道感染
2438,肺动静脉瘤,青年
2439,肺嗜酸细胞组织细胞增生症,所有人群
2440,肺外结核,所有人群
2441,肺组织细胞增生症,所有人群
2442,鹦鹉热衣原体肺炎,玩赏鹦鹉者
2443,流感嗜血杆菌肺炎,6个月～5岁的婴幼儿组和有基础疾病的成人组
2444,小儿肺不张,婴幼儿
2445,肠球菌肺炎,所有人群
2446,肺泡通气低下综合征,所有人群
2447,先天性支气管肺囊肿,可发生于任何年龄段，但以10岁以下最为常见，男女发病率相近。
2448,急性高原病,所有人群
2449,肺蛔虫病,有生食蔬菜瓜果习惯者
2450,脑膜炎奈瑟菌肺炎,所有人群
2451,肺血吸虫病,所有人群
2452,小儿右肺中叶综合征,婴幼儿
2453,免疫缺陷者肺炎,所有人群
2454,妊娠合并肺栓塞,孕妇
2455,创伤窒息综合征,所有人群
2456,鼠疫耶尔森菌肺炎,所有人群
2457,小儿脓胸,儿童
2458,小儿肺隔离症,儿童人群
2459,老年人异位抗利尿素分泌综合征,中老年人群
2460,热哮,所有人群
2461,妊娠合并哮喘,孕妇
2462,单纯性肺嗜酸粒细胞浸润症,所有人群
2463,急性硫化氢中毒,所有人群
2464,恙虫病性肺炎,所有人群
2465,迁延性肺嗜酸粒细胞浸润症,所有人群
2466,消散延迟性肺炎,所有人群
2467,蔗尘肺,所有人群
2468,新生儿Wilson-Mikity综合征,早产儿
2469,米氏链球菌肺炎,所有人群
2470,小儿肺泡性蛋白沉积症,儿童人群
2471,小儿内脏幼虫移行症,儿童
2472,先天性囊状腺样畸形,所有人群
2473,寄生虫,所有人群
2474,老年急性阑尾炎,老年患者
2475,阑尾类癌,中青年人群多见、女性较男性高发、发病高峰15-29岁
2476,阑尾肿瘤,中老年
2477,阑尾腺癌,50岁左右人群
2478,异位急性阑尾炎,青年人
2479,盲肠肉芽肿,多见于青壮年
2480,妊娠合并急性阑尾炎,孕妇
2481,活动盲肠综合征,所有人群
2482,糖尿病,四十岁以上的中年人
2483,胰腺炎,所有人群
2484,急性胰腺炎,"所有人群，发生于妊娠的任何时期,以妊娠晚期及产褥期较多。"
2485,胰腺癌,成年女性，哺乳期女性更易得
2486,慢性胰腺炎,吸烟、饮酒、饮食不规律人群
2487,老年人糖尿病,中老年人
